;id;nome_pt-br;name_en-us
2425;C1038A ;Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, c/ sal,  ; Pasta, wheat, with black turtle bean, with oil, onion and garlic, with salt 
2426;C1039A ;Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, s/ sal,  ; Pasta, wheat, with black turtle bean, with oil, onion and garlic, unsalted 
2427;C0604A ;Macarrão, trigo, c/ frango e cogumelos, c/ sal, (massa com trigo, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal),  ; Pasta, wheat, with chicken and mushrooms, with salt, (pastry with wheat, with breast chicken, white and shiitake mushrooms, parsley, chive, with oil, onion and garlic, with salt) 
2428;C0605A ;Macarrão, trigo, c/ frango e cogumelos, s/ sal, (massa com trigo, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s/ sal),  ; Pasta, wheat, with chicken and mushrooms , unsalted, (pastry with wheat, with breast chicken, white and shiitake mushrooms, parmesan cheeseparsley, chive, with oil, onion and garlic, unsalted) 
2429;C0853A ;Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pastry with wheat, with calabrese sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), with salt 
2430;C0854A ;Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pastry with wheat, with calabrese sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), unsalted 
2431;C0965A ;Macarrão, trigo, c/ molho aurora, c/ sal, (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Pasta, wheat, with aurora sauce, with salt, (sour cream, parsley, with black pepper, tomato sauce (tomato, oil, onion and garlic), with salt) 
2432;C0966A ;Macarrão, trigo, c/ molho aurora, s/ sal, (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal),  ; Pasta, wheat, with aurora sauce, unsalted, (sour cream, parsley, with black pepper, tomato sauce (tomato, oil, onion and garlic), unsalted) 
2433;C0609A ;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal,  ; Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, with salt 
2434;C0608A ;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal,  ; Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, parmesan cheese, with salt 
2435;C0613A ;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal,  ; Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, with oil, onion and garlic, with salt 
2436;C0612A ;Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal,  ; Pasta wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, parmesan cheese, with oil, onion and garlic, with salt) 
2437;C0214A ;Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal,  ; Pasta, wheat, with eggs, cooked, with garlic and oil , wiht salt 
2438;C0213A ;Macarrão, trigo, c/ ovos, c/ alho e óleo, s/ sal,  ; Pasta, wheat, with eggs, cooked, with garlic and oil, unsalted 
2439;C0216A ;Macarrão, trigo, c/ ovos, c/ manteiga, c/ sal,  ; Pasta, wheat, with eggs, cooked, with butter and salt 
2440;C0215A ;Macarrão, trigo, c/ ovos, c/ manteiga, s/ sal,  ; Pasta, wheat, with eggs, cooked, with butter, unsalted 
2441;C0220A ;Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal,  ; Pasta, wheat, with eggs, cooked, with bechamel sauce (milk, butter and wheat flour), with salt 
2442;C0219A ;Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal,  ; Pasta, wheat, with eggs, cooked, with bechamel sauce (milk, butter and wheat flour), unsalted 
2443;C0218A ;Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pasta, wheat, with eggs, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
2444;C0217A ;Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pasta, wheat, with eggs, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
2445;C0421A ;Macarrão, trigo, c/ ovos, c/ peixe, água doce, refogado (c/ óleo, cebola e alho), c/ sal,  ; Pasta, wheat, with egga, with fish, freshwater, braised (with oil, onion and garlic), with salt 
2446;C0194A ;Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal,  ; Pasta, wheat, with eggs, cooked, unsalted 
2447;C0119A ;Macarrão, trigo, c/ ovos, seco, cru,  ; Pasta, dry, with eggs 
2448;C0601A ;Macarrão, trigo, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite) (farinha de trigo, manteiga e leite), c/ sal,  ; Pasta, wheat, with ham, green pea canned, with white sauce (wheat flour, butter and milk) (milk, wheat flour and butter), with salt 
2449;C0600A ;Macarrão, trigo, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Pasta, wheat, with ham, green pea canned, parmesan cheese, with white sauce (wheat flour, butter and milk), with salt 
2450;C0855A ;Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pastry with wheat, with frankfurter sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), with salt 
2451;C0856A ;Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pastry with wheat, with frankfurter sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), unsalted 
2452;C1040A ;Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pasta, wheat, with canned sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), with salt 
2453;C1041A ;Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pasta, wheat, with canned sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
2454;C1042A ;Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pasta, wheat, with fresh sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), with salt 
2455;C1043A ;Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pasta, wheat, with fresh sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
2456;C0597A ;Macarrão, trigo, c/ vegetais,  s/ sal, (massa com trigo, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal),  ; Pasta, wheat, with vegetables, unsalted, (pastry with wheat, red and yellow bell pepper, zucchini, broccoli, carrot, with oil, onion and garlic, unsalted) 
2457;C0596A ;Macarrão, trigo, c/ vegetais, c/ sal, (massa com trigo, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, c/ sal),  ; Pasta, wheat, with vegetables, with salt, (pasta with wheat, red and yellow bell pepper, zucchini, broccoli, carrot, with oil, onion and garlic, with salt) 
2458;C0884A ;Macarrão, trigo, cozido, c/ ovo mexido, c/ toucinho defumado (bacon), c/ sal,  ; Pasta, wheat, boiled, scrambled egg, with bacon, with salt 
2459;C0834A ;Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal,  ; Pasta, wheat, cooked, drained, whitout oil, whit salt 
2460;C0120A ;Macarrão, trigo, instantâneo, cru,  ; Pasta, noofles, dry 
2461;C0407A ;Macarrão, trigo, intantâneo, c/ tempero, cozido, drenado (preparado conforme a embalagem),  ; Pasta, wheat, instant, with seasoning, boiled, drained (prepared according to the package) 
2462;C0406A ;Macarrão, trigo, intantâneo, c/ tempero, cru,  ; Pasta, wheat, instant, with seasoning, raw 
2463;C0239A ;Macarrão, trigo, integral, à bolonhesa, c/ sal, (macarrão integral, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja),  ; Pasta, whole wheat, with bolognese sauce , with salt, (pasta whole grain, meet beef - knucle ground, tomato, onion, garlic, with soy oil) 
2464;C0231A ;Macarrão, trigo, integral, ao alho e óleo, c/ sal,  ; Pasta, whole wheat, cooked, with garlic, oil and salt 
2465;C0230A ;Macarrão, trigo, integral, c/ alho e óleo, s/ sal,  ; Pasta, whole wheat, cooked, with garlic and oil, unsalted 
2466;C0606A ;Macarrão, trigo, integral, c/ frango e cogumelos, c/ sal, (massa com trigo integral, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal),  ; Pasta, whole wheat, with chicken and mushrooms, with salt, (whole pastry with wheat, with breast chicken, white and shiitake mushrooms, parsley, chive, with oil, onion and garlic, with salt) 
2467;C0607A ;Macarrão, trigo, integral, c/ frango e cogumelos, s/ sal, (massa com trigo integral, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s,/ sal),  ; Pasta, whole wheat, with chicken and mushrooms, unsalted, (whole pastry with wheat, with breast chicken, white and shiitake mushrooms, parmesan cheeseparsley, chive, with oil, onion and garlic, unsalted) 
2468;C0233A ;Macarrão, trigo, integral, c/ manteiga, c/ sal,  ; Pasta, whole wheat, cooked, with butter, with salt 
2469;C0232A ;Macarrão, trigo, integral, c/ manteiga, s/ sal,  ; Pasta, whole wheat, cooked, with butter, unsalted 
2470;C0237A ;Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal,  ; Pasta, whole wheat, with white sauce (milk, butter and wheat flour), with salt 
2471;C0236A ;Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal,  ; Pasta, whole wheat, with white sauce (milk, butter and wheat flour), unsalted 
2472;C0611A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, with salt 
2473;C0610A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, parmesan cheese, with salt 
2474;C0615A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, with oil, onion and garlic, with salt 
2475;C0614A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, parmesan cheese, with oil, onion and garlic, with salt 
2476;C0235A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), with salt 
2477;C0234A ;Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
2478;C0603A ;Macarrão, trigo, integral, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Pasta, whole wheat, with ham, green pea canned, with white sauce (milk, wheat flour and butter), with salt 
2479;C0602A ;Macarrão, trigo, integral, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal,  ; Pasta, whole wheat, with ham, green pea canned, parmesan cheese, with white sauce (wheat flour, butter and milk) (milk, wheat flour and butter), with salt 
2480;C0835A ;Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal,  ; Pasta, wheat, whole, cooked, drained, whitout oil, whit salt 
2481;C0229A ;Macarrão, trigo, integral, cozido, drenado, s/ sal,  ; Pasta, whole wheat, cooked, drained, unsalted 
2482;C0228A ;Macarrão, trigo, integral, cru,  ; Pasta, whole wheat, dry 
2483;C0195A ;Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal,  ; Pasta, wheat, without eggs, cooked, unsalted 
2484;C0118A ;Macarrão, trigo, s/ ovos, seco, cru,  ; Pasta, dry 
2485;C0116A ;Macarrão, trigo, seco, cozido, drenado, s/ sal (média de diferentes marcas),  ; Pasta, wheat, cooked, drained, unsalted (average of several brands) 
2486;C0117A ;Macarrão, trigo, seco, cru (média de diferentes marcas),  ; Pasta, wheat, dry (average of several brands) 
2487;C1046A ;Macarronese, c/ sal, (macarrão de trigo, queijo muçarela, presunto, maionese, ervilha em conserva, batata palha, c/ sal),  ; Salad, wheat pasta, with mayonnaise, with salt, (wheat pasta, mozzarella cheese, ham, mayonnaise, canned green peas, potato chips, with salt) 
2488;C0081C ;Macaúba, in natura, Acrocomia aculeata (Jacq.) Lood. ex Mart., ; Brazilian fruit,´Macaúba´, raw 
2489;C0873B ;Madioca (aipim, macaxeira), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal,  ; Cassava, peeled, cooked, parsley, without oil, with black pepper, unsalted 
2490;C0056D ;Maionese vegana, c/ sal, (bebida vegetal à base de castanha de caju, óleo de girassol, suco de limão, c/ sal),  ; (cashew nut-based vegetable drink, sunflower oil, lemon juice, with salt) 
2491;C0138N ;Maionese, light,  ; Mayonnaise, light 
2492;C0031D ;Maionese, molho, tradicional,  ; Mayonnaise, with eggs, industrialized 
2493;C0098C ;Mamão, doce, em calda, drenado,  ; Papaya, sweet, in syrup, drained 
2494;C0045C ;Mamão, Formosa, polpa, in natura, Carica papaya L., ; Papaya, ´Formosa´, pulp, raw 
2495;C0044C ;Mamão, Papaia, polpa, in natura, Carica papaya L., ; Papaya, ´Papaia´, pulp, raw 
2496;C0024C ;Mamão, polpa, in natura, Carica papaya L., ; Papaya, pulp, raw 
2497;C0099C ;Mamão, verde, doce, em calda, drenado,  ; Papaya, unripe, sweet,in syrup, drained 
2498;C0090B ;Mandioca (aipim, macaxeira), fécula, Manihot esculenta, ; Cassava, flour 
2499;C0909B ;Mandioca (aipim, macaxeira), frita, c/ sal, Manihot esculenta Crantz., ; Cassava, fried, with salt 
2500;C0091B ;Mandioca (aipim, macaxeira), frita, s/ sal, Manihot esculenta Crantz, ; Cassava, fried, without salt 
2501;C0361B ;Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, c/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, roasted, without oil, with salt 
2502;C0360B ;Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, s/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, roasted, without oil, unsalted 
2503;C0311B ;Mandioca (aipim, macaxeira), s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt 
2504;C0310B ;Mandioca (aipim, macaxeira), s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted 
2505;C0309B ;Mandioca (aipim, macaxeira), s/ casca, cozida, c/ óleo de soja, c/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, with soy oil, with salt 
2506;C0308B ;Mandioca (aipim, macaxeira), s/ casca, cozida, c/ óleo de soja, s/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, with soy oil, unsalted 
2507;C0908B ;Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal, Manihot esculenta Crantz., ; Cassava, peeled, cooked, drained, without oil, with salt 
2508;C0053B ;Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, s/ sal, Manihot esculenta Crantz, ; Cassava, peeled, boiled, drained, without oil, unsalted 
2509;C0870B ;Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal,  ; Cassava, peeled, cooked, parsley, with butter, with black pepper, with salt 
2510;C0871B ;Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal,  ; Cassava, peeled, cooked, parsley, with butter, with black pepper, unsalted 
2511;C0872B ;Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal,  ; Cassava, peeled, cooked, parsley, without oil, with black pepper, with salt 
2512;C0307B ;Mandioca (aipim, macaxeira), s/ casca, cozida, sauté (c/ margarina e salsa), c/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, sauteed (with margarine and parsley), with salt 
2513;C0306B ;Mandioca (aipim, macaxeira), s/ casca, cozida, sauté (c/ margarina e salsa), s/ sal, Manihot esculenta Crantz, ; Cassava, peeled, cooked, sauteed (with margarine and parsley), unsalted 
